symbol,_id,company,dividend_startyear,exchange,group,groupcode,index_stockid,industry,industrycode,mktcap_norm_cny,pchange_12w,pchange_ytd,price,sector,sectorcode,share_percentage,shares,value,position,change,share_change,impact,abs_impact,split_factor,price_max,price_min,price_avg,change_from_average,portdate,action,comment,oid,address,business_scope,chairman,city,descrpt,email,main_business,manager,province,reg_capital,secretary,setup_date,website
ALGN,2021Q1_961847,阿莱技术公司,0,NAS,医疗器械,20650,-,医疗设备,20650010,318097587000,2.55,16.34,$621.70,医疗保健,206,0.02,12215,6615000,0.01,200.42,8149,0.01,0.01,1,620.45,496.07,553.71,12.28,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 200.42 %,2021Q1_961847,,,,,,,,,,,,,
SILC,2021Q1_962043,矽晶电信,0,NAS,硬件,31120,-,通讯设备,31120010,1829593000,-9.46,-1.67,$41.15,科技,311,2.0,137871,6221000,0.01,193.78,90941,0.01,0.01,1,54.92,41.5,46.77,-12.02,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 193.78 %,2021Q1_962043,,,,,,,,,,,,,
OPEN,2021Q1_962069,Opendoor Technologies Inc,0,NAS,房地产,10410,-,房地产服务,10410020,55876905000,-24.25,-34.18,$14.96,房地产,104,2.02,11641318,246680000,0.49,190.94,7640092,0.32,0.32,1,35.88,20.06,27.4,-45.4,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 190.94 %,2021Q1_962069,,,,,,,,,,,,,
RAVN,2021Q1_962063,Raven Industries Inc,2021,NAS,工业制品,31070,-,特种工业机械,31070020,13262400000,43.93,72.59,$57.11,工业,310,3.91,1405340,53867000,0.11,184.63,911597,0.07,0.07,1,42.46,31.8,37.34,52.95,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 184.63 %,2021Q1_962063,,,,,,,,,,,,,
JD,2021Q1_961893,京东集团,0,NAS,零售,10280,-,网络零售,10280050,774722131000,-0.81,-12.56,$76.86,周期性消费,102,0.3,4651745,392282000,0.78,184.03,3013962,0.51,0.51,1,106.88,78.71,91.81,-16.28,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 184.03 %,2021Q1_961893,,,,,,,,,,,,,
CAMT,2021Q1_961984,康特科技,0,NAS,半导体,31130,-,半导体仪器和材料,31130010,9817794000,8.16,58.56,$34.74,科技,311,0.59,257883,7711000,0.02,182.04,166449,0.01,0.01,1,31.8,21.5,26.84,29.43,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 182.04 %,2021Q1_961984,,,,,,,,,,,,,
TARO,2021Q1_961995,Taro Pharmaceutical Industries Ltd,0,NYSE,医药制造,20620,-,专用医药制造,20620020,16417563000,-10.01,-8.74,$67.00,医疗保健,206,0.21,78627,5799000,0.01,180.6,50606,0.01,0.01,1,79.95,70.48,75.97,-11.81,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 180.60 %,2021Q1_961995,,,,,,,,,,,,,
TEVA,2021Q1_961949,梯瓦制药,0,NYSE,医药制造,20620,-,专用医药制造,20620020,63750077000,-19.02,-9.12,$8.77,医疗保健,206,0.05,499844,5768000,0.01,178.0,320042,0.01,0.01,1,12.81,10.34,11.46,-23.47,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 178.00 %,2021Q1_961949,,,,,,,,,,,,,
VEEV,2021Q1_962075,Veeva Systems Inc,0,NYSE,医疗机构和服务,20645,-,医疗信息服务,20645030,309383952000,13.45,14.94,$312.92,医疗保健,206,0.55,838508,219052000,0.44,177.07,535879,0.28,0.28,1,318.09,241.17,279.23,12.07,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 177.07 %,2021Q1_962075,,,,,,,,,,,,,
REGN,2021Q1_962055,再生元制药,0,NAS,生物科技,20610,-,生物科技,20610010,405669930000,19.14,21.98,$589.32,医疗保健,206,1.14,1218970,576743000,1.15,169.79,767152,0.72,0.72,1,548.2,446.73,486.85,21.05,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 169.79 %,2021Q1_962055,,,,,,,,,,,,,
SGLFF,2021Q1_961894,SGL Carbon SE,0,OTCPK,化工,10130,-,化学制品,10130010,8698945000,44.86,146.03,$10.85,基础材料,101,0.09,112500,788000,0.0,168.66,70625,0.0,0.0,1,8.8,4.64,7.61,42.58,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 168.66 %,2021Q1_961894,,,,,,,,,,,,,
ITRN,2021Q1_961991,Ituran Location and Control Ltd,2020,NAS,硬件,31120,-,通讯设备,31120010,3294238000,14.03,31.76,$24.48,科技,311,1.53,318892,6770000,0.01,167.54,199698,0.01,0.01,1,23.59,18.47,20.91,17.07,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 167.54 %,2021Q1_961991,,,,,,,,,,,,,
ALLT,2021Q1_961982,艾奥特通讯,0,NAS,软件,31110,-,软件基础构架,31110030,4237930000,8.71,74.9,$18.40,科技,311,1.21,431153,6886000,0.01,161.9,266528,0.01,0.01,1,17.08,10.38,14.58,26.2,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 161.90 %,2021Q1_961982,,,,,,,,,,,,,
DDD,2021Q1_961951,3D系统,0,NYSE,硬件,31120,-,计算机硬件,31120020,22048054000,29.67,160.21,$27.27,科技,311,1.71,2143547,58819000,0.12,161.8,1324775,0.07,0.07,1,55.35,10.47,33.29,-18.08,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 161.80 %,2021Q1_961951,,,,,,,,,,,,,
NVMI,2021Q1_961992,Nova Measuring Instruments Ltd,0,NAS,半导体,31130,-,半导体仪器和材料,31130010,17138695000,-1.56,32.86,$93.80,科技,311,0.27,75210,6845000,0.01,160.13,46297,0.01,0.01,1,91.01,69.63,80.76,16.15,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 160.13 %,2021Q1_961992,,,,,,,,,,,,,
TRMB,2021Q1_961953,天宝导航,0,NAS,硬件,31120,-,科技仪器,31120060,131334474000,-1.35,21.22,$80.94,科技,311,1.12,2810249,218609000,0.43,150.93,1690309,0.26,0.26,1,77.79,65.91,72.25,12.03,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 150.93 %,2021Q1_961953,,,,,,,,,,,,,
SLGRF,2021Q1_961974,SLM Solutions Group AG,0,GREY,工业制品,31070,-,特种工业机械,31070020,2602507000,-12.5,-2.53,$19.25,工业,310,5.38,1064114,22106000,0.04,150.79,639816,0.02,0.02,1,29.0,18.5,22.69,-15.16,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 150.79 %,2021Q1_961974,,,,,,,,,,,,,
CYBR,2021Q1_961988,CyberArk Software Ltd,0,NAS,软件,31110,-,软件基础构架,31110030,34388987000,-8.55,-17.15,$133.87,科技,311,0.09,37011,4787000,0.01,148.1,22093,0.01,0.01,1,167.52,127.26,151.66,-11.73,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 148.10 %,2021Q1_961988,,,,,,,,,,,,,
INMD,2021Q1_962004,InMode Ltd,0,NAS,医疗器械,20650,-,医疗设备,20650010,25304669000,17.31,115.84,$102.48,医疗保健,206,0.27,101962,7379000,0.01,146.86,60659,0.01,0.01,1,76.61,46.34,64.92,57.86,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 146.86 %,2021Q1_962004,,,,,,,,,,,,,
MASS,2021Q1_962072,908 Devices Inc,0,NAS,医疗器械,20650,-,医疗设备,20650010,5610767000,-39.63,-44.14,$31.81,医疗保健,206,3.93,1072866,52034000,0.1,145.37,635618,0.06,0.06,1,75.0,39.94,57.4,-44.58,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 145.37 %,2021Q1_962072,,,,,,,,,,,,,
ZZHGF,2021Q1_961975,众安在线,0,OTCPK,保险,10340,-,财产保险,10340020,60935210000,-20.03,5.86,$5.35,金融服务,103,1.29,18941138,114265000,0.23,145.07,11212393,0.14,0.14,1,6.7,4.8,5.53,-3.25,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 145.07 %,2021Q1_961975,,,,,,,,,,,,,
ESLT,2021Q1_961914,埃尔比特系统,2020,NAS,航空航天和国防,31010,-,航空航天和国防,31010010,36291645000,-10.29,-1.64,$127.78,工业,310,0.78,344279,49232000,0.1,141.86,201934,0.06,0.06,1,144.35,127.06,136.96,-6.7,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 141.86 %,2021Q1_961914,,,,,,,,,,,,,
DCYHF,2021Q1_962003,Discovery Ltd,2017,OTCPK,保险,10340,-,人身保险,10340010,34776578000,11.04,11.04,$9.05,金融服务,103,0.83,5438981,48849000,0.1,137.96,3153297,0.06,0.06,1,8.15,8.15,8.15,11.04,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 137.96 %,2021Q1_962003,,,,,,,,,,,,,
FVRR,2021Q1_961990,Fiverr International Ltd,0,NYSE,交互式媒体,30830,-,互联网和相关服务,30830010,48617336000,-8.07,7.53,$209.79,通信服务,308,0.07,24713,5367000,0.01,137.49,14307,0.01,0.01,1,323.1,192.77,246.34,-14.84,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 137.49 %,2021Q1_961990,,,,,,,,,,,,,
KTOS,2021Q1_961897,克瑞拓斯安全防卫,0,NAS,航空航天和国防,31010,-,航空航天和国防,31010010,20905516000,-7.21,-4.78,$26.12,工业,310,4.23,5241941,143000000,0.28,134.69,3008406,0.16,0.16,1,33.24,23.16,28.11,-7.08,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 134.69 %,2021Q1_961897,,,,,,,,,,,,,
ONSTF,2021Q1_961926,One Software Technologies Ltd,0,OTCPK,软件,31110,-,软件应用,31110020,6836842000,0.0,0.0,$0.00,科技,311,0.68,486150,6327000,0.01,134.44,278780,0.01,0.01,10,0.0,0.0,0.0,0.0,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 134.44 %,2021Q1_961926,,,,,,,,,,,,,
CRS,2021Q1_961861,卡朋特科技,2004,NYSE,工业制品,31070,-,金属加工,31070030,11891950000,-7.78,32.97,$38.32,工业,310,0.04,18218,750000,0.0,133.44,10414,0.0,0.0,1,47.54,28.09,37.95,0.97,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 133.44 %,2021Q1_961861,,,,,,,,,,,,,
TSEM,2021Q1_961996,Tower Semiconductor Ltd,0,NAS,半导体,31130,-,半导体,31130020,18943184000,-10.82,3.45,$26.71,科技,311,0.18,196917,5522000,0.01,132.55,112240,0.01,0.01,1,33.2,26.0,29.53,-9.55,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 132.55 %,2021Q1_961996,,,,,,,,,,,,,
RADA,2021Q1_962014,Rada Electronics Industries Ltd,0,NAS,航空航天和国防,31010,-,航空航天和国防,31010010,3930021000,-1.98,26.67,$12.35,工业,310,1.18,579065,6955000,0.01,131.34,328753,0.01,0.01,1,14.44,9.38,11.73,5.29,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 131.34 %,2021Q1_962014,,,,,,,,,,,,,
ATI,2021Q1_961848,阿利根尼,0,NYSE,工业制品,31070,-,金属加工,31070030,17258793000,-5.28,25.22,$21.00,工业,310,0.03,35406,746000,0.0,129.48,19977,0.0,0.0,1,22.23,15.98,19.54,7.47,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 129.48 %,2021Q1_961848,,,,,,,,,,,,,
PTON,2021Q1_962074,Peloton Interactive Inc,0,NAS,旅游和娱乐,10290,-,娱乐,10290020,214290355000,-7.26,-26.71,$111.19,周期性消费,102,0.34,1011477,113730000,0.23,129.27,570298,0.13,0.13,1,167.42,101.35,133.02,-16.41,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 129.27 %,2021Q1_962074,,,,,,,,,,,,,
KMTUY,2021Q1_961896,Komatsu Ltd,2021,OTCPK,农用和重型工程机械,31050,-,农用和重型工程机械,31050010,151728070000,-20.38,-9.09,$24.83,工业,310,0.36,3412965,106587000,0.21,128.82,1921440,0.12,0.12,1,31.83,27.41,29.97,-17.15,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 128.82 %,2021Q1_961896,,,,,,,,,,,,,
TTD,2021Q1_961950,The Trade Desk Inc,0,NAS,软件,31110,-,软件应用,31110020,221291671000,-2.05,-10.12,$71.99,科技,311,0.39,1860490,121241000,0.24,128.05,1044660,0.13,0.13,10,90.34,61.26,77.43,-7.03,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 128.05 %,2021Q1_961950,,,,,,,,,,,,,
YAHOF,2021Q1_962008,Z Holdings Corp,2021,OTCPK,零售,10280,-,网络零售,10280050,262309285000,8.79,-10.04,$5.32,周期性消费,102,0.19,14293530,71151000,0.14,127.89,8021523,0.08,0.08,1,6.86,4.89,6.11,-12.93,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 127.89 %,2021Q1_962008,,,,,,,,,,,,,
BIDU,2021Q1_961858,百度集团,0,NAS,交互式媒体,30830,-,互联网和相关服务,30830010,416819279000,-11.75,-14.21,$185.52,通信服务,308,1.48,5127543,1115497000,2.22,126.8,2866767,1.24,1.24,1,339.91,203.97,261.9,-29.16,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 126.80 %,2021Q1_961858,,,,,,,,,,,,,
FATLF,2021Q1_961972,Fattal Holdings (1998) Ltd,0,OTCPK,旅游和娱乐,10290,-,寄宿,10290030,9458920000,0.0,0.0,$24.75,周期性消费,102,0.37,56905,6150000,0.01,126.34,31764,0.01,0.01,1,24.75,24.75,24.75,0.0,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 126.34 %,2021Q1_961972,,,,,,,,,,,,,
FATE,2021Q1_961873,Fate Therapeutics Inc,0,NAS,生物科技,20610,-,生物科技,20610010,46632712000,-9.12,-15.65,$76.70,医疗保健,206,6.97,6554546,540422000,1.07,125.89,3652846,0.6,0.6,1,117.4,72.16,95.92,-20.04,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 125.89 %,2021Q1_961873,,,,,,,,,,,,,
ADPT,2021Q1_962019,Adaptive Biotechnologies Corp,0,NAS,生物科技,20610,-,生物科技,20610010,31960018000,-18.13,-40.42,$35.23,医疗保健,206,2.48,3473910,139860000,0.28,124.75,1928207,0.16,0.16,1,67.74,37.26,54.33,-35.16,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 124.75 %,2021Q1_962019,,,,,,,,,,,,,
ACCD,2021Q1_962033,Accolade Inc,0,NAS,医疗机构和服务,20645,-,医疗信息服务,20645030,20172379000,-0.25,8.55,$47.22,医疗保健,206,8.03,5306902,240774000,0.48,124.08,2938598,0.27,0.27,1,59.09,38.1,48.21,-2.05,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 124.08 %,2021Q1_962033,,,,,,,,,,,,,
INTU,2021Q1_961886,财捷,2014,NAS,软件,31110,-,软件应用,31110020,888979797000,20.64,32.93,$503.17,科技,311,0.07,199680,76489000,0.15,123.52,110347,0.08,0.08,1,422.26,361.0,385.52,30.52,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 123.52 %,2021Q1_961886,,,,,,,,,,,,,
SHOP,2021Q1_961938,Shopify Inc,0,NYSE,软件,31110,-,软件应用,31110020,1165797384000,19.3,27.35,$1441.50,科技,311,0.86,1073523,1187853000,2.36,123.14,592422,1.3,1.3,1,1474.0,1039.91,1212.21,18.92,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 123.14 %,2021Q1_961938,,,,,,,,,,,,,
NVDA,2021Q1_961920,英伟达,2013,NAS,半导体,31130,-,半导体,31130020,3053675916000,17.56,45.34,$758.65,科技,311,0.07,405115,216303000,0.43,121.85,222509,0.24,0.24,1,613.21,463.73,538.61,40.85,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 121.85 %,2021Q1_961920,,,,,,,,,,,,,
ANSS,2021Q1_961853,安西斯,0,NAS,软件,31110,-,软件应用,31110020,198462827000,-5.98,-3.19,$352.21,科技,311,0.19,169452,57539000,0.11,119.31,92187,0.06,0.06,1,403.6,293.55,356.0,-1.06,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 119.31 %,2021Q1_961853,,,,,,,,,,,,,
TAK,2021Q1_962047,Takeda Pharmaceutical Co Ltd,2020,NYSE,医药制造,20620,-,专用医药制造,20620020,346940883000,-1.05,-4.25,$17.02,医疗保健,206,0.59,18717144,341775000,0.68,117.18,10098979,0.37,0.37,1,19.9,16.71,17.99,-5.39,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 117.18 %,2021Q1_962047,,,,,,,,,,,,,
WKHS,2021Q1_962028,Workhorse Group Inc,0,NAS,汽车和配件,10200,-,汽车制造,10200020,9308260000,0.26,-40.95,$11.68,周期性消费,102,3.24,3999408,55072000,0.11,116.39,2151192,0.06,0.06,1,41.34,12.93,24.14,-51.62,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 116.39 %,2021Q1_962028,,,,,,,,,,,,,
IONS,2021Q1_961890,Ionis Pharmaceuticals Inc,0,NAS,生物科技,20610,-,生物科技,20610010,32509521000,-13.06,-36.91,$35.67,医疗保健,206,3.65,5142271,231197000,0.46,114.3,2742717,0.25,0.25,1,63.78,42.51,55.79,-36.06,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 114.30 %,2021Q1_961890,,,,,,,,,,,,,
RPTX,2021Q1_962056,Repare Therapeutics Inc,0,NAS,生物科技,20610,-,生物科技,20610010,7004602000,-14.01,-14.64,$29.28,医疗保健,206,3.67,1358589,41695000,0.08,113.82,723196,0.04,0.04,1,44.46,25.89,33.98,-13.83,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 113.82 %,2021Q1_962056,,,,,,,,,,,,,
VRTX,2021Q1_962035,福泰制药,0,NAS,生物科技,20610,-,生物科技,20610010,334889937000,-9.5,-15.34,$200.09,医疗保健,206,0.66,1719046,369406000,0.73,110.62,902852,0.38,0.38,1,241.31,207.02,219.56,-8.87,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 110.62 %,2021Q1_962035,,,,,,,,,,,,,
NIU,2021Q1_962048,小牛电动,0,NAS,汽车和配件,10200,-,汽车制造,10200020,14201967000,-16.23,2.67,$28.80,周期性消费,102,2.44,1862592,68264000,0.14,109.83,974939,0.07,0.07,1,49.43,28.77,40.55,-28.98,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 109.83 %,2021Q1_962048,,,,,,,,,,,,,
GMDA,2021Q1_962040,Gamida Cell Ltd,0,NAS,生物科技,20610,-,生物科技,20610010,2199299000,-26.47,-31.47,$5.75,医疗保健,206,1.13,670324,5423000,0.01,108.16,348298,0.01,0.01,1,12.43,7.8,9.22,-37.64,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 108.16 %,2021Q1_962040,,,,,,,,,,,,,
PERI,2021Q1_962005,Perion Network Ltd,0,NAS,交互式媒体,30830,-,互联网和相关服务,30830010,3995234000,6.24,39.2,$17.72,通信服务,308,1.33,451724,8086000,0.02,107.3,233818,0.01,0.01,1,25.69,12.24,18.14,-2.32,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 107.30 %,2021Q1_962005,,,,,,,,,,,,,
BAINF,2021Q1_962070,BASE Inc,0,OTCPK,软件,31110,-,软件应用,31110020,9914524000,-28.41,-29.33,$13.71,科技,311,2.04,2260400,32554000,0.06,106.24,1164400,0.03,0.03,1,26.42,14.61,21.38,-35.87,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 106.24 %,2021Q1_962070,,,,,,,,,,,,,
ADSK,2021Q1_961857,欧特克,0,NAS,软件,31110,-,软件应用,31110020,419337754000,-1.36,-3.46,$294.79,科技,311,0.07,151043,41862000,0.08,104.38,77141,0.04,0.04,1,320.13,253.1,288.65,2.13,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 104.38 %,2021Q1_961857,,,,,,,,,,,,,
MKTX,2021Q1_962057,MarketAxess Holdings Inc,2009,NAS,资本市场,10330,-,资本市场,10330010,111656576000,-15.55,-20.08,$454.67,金融服务,103,0.09,33195,16528000,0.03,97.05,16349,0.01,0.01,1,580.11,484.93,533.59,-14.79,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 97.05 %,2021Q1_962057,,,,,,,,,,,,,
GILT,2021Q1_962041,吉来特卫星网络,2020,NAS,硬件,31120,-,通讯设备,31120010,3362417000,-5.44,50.92,$9.21,科技,311,1.16,655093,6852000,0.01,96.98,322529,0.0,0.0,1,21.3,6.81,12.43,-25.91,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 96.98 %,2021Q1_962041,,,,,,,,,,,,,
HDB,2021Q1_961878,HDFC银行,2003,NYSE,银行,10320,-,区域性银行,10320020,893206380000,5.23,4.14,$74.99,金融服务,103,0.03,546426,42452000,0.08,96.83,268815,0.04,0.04,1,83.75,68.84,78.47,-4.43,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 96.83 %,2021Q1_961878,,,,,,,,,,,,,
WDAY,2021Q1_961961,工时公司,0,NAS,软件,31110,-,软件应用,31110020,364969484000,-12.14,-4.55,$228.70,科技,311,0.13,327228,81293000,0.16,96.78,160938,0.08,0.08,1,281.36,220.0,247.59,-7.63,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 96.78 %,2021Q1_961961,,,,,,,,,,,,,
